 17859-sa        Tebo-ICT,  license #WeiChuang(CD)
R1215         3.0700    0.6700   90.0  A1   (T)  'R402H16', 'R402H16'
R1302         7.5450    0.6300  270.0  A1   (T)  'R402H15', 'R402H15'
R1303         7.4450    0.6200   90.0  A1   (T)  'R402H16', 'R402H16'
R1305         6.4400    0.5840  270.0  A1   (T)  'R402H16', 'R402H16'
R1306         7.5450    0.7250  270.0  A1   (T)  'R402H15', 'R402H15'
R1307         7.5450    0.6950  270.0  A1   (T)  'R402H15', 'R402H15'
R1309         6.3660    0.6320  180.0  A1   (T)  'R402H16', 'R402H16'
R1310         6.5850    0.6270  180.0  A1   (T)  'R402H15', 'R402H15'
R1311         6.6030    0.6750  270.0  A1   (T)  'R402H16', 'R402H16'
R1312         6.1400    0.6900  270.0  A1   (T)  'R402H16', 'R402H16'
R1501         5.5060    2.1260    0.0  A1   (B)  'R402H16_B', 'R402H16_B'
R1502         5.5450    2.4340  270.0  A1   (T)  'R402H16', 'R402H16'
R1503         5.6540    2.0560  180.0  A1   (B)  'R402H16_B', 'R402H16_B'
R1504         6.3170    2.9920   90.0  A1   (B)  'R402H15_B', 'R402H15_B'
R1505         6.3830    2.9920   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
R1506         5.9070    1.8120  180.0  A1   (T)  'R402H16', 'R402H16'
R1507         5.7730    1.7290    0.0  A1   (T)  'R402H15', 'R402H15'
R1508         5.7218    1.9347    0.0  A1   (T)  'R402H16', 'R402H16'
R1509         5.7528    1.9347    0.0  A1   (T)  'R402H15', 'R402H15'
R1510         5.6898    1.9347    0.0  A1   (T)  'R402H16', 'R402H16'
R1511         5.6580    1.9350    0.0  A1   (T)  'R402H15', 'R402H15'
R1512         4.9450    1.7900  180.0  A1   (T)  'R402H15', 'R402H15'
R1513         5.9920    2.5510   90.0  A1   (B)  'R402H15_B', 'R402H15_B'
R1514         6.0600    2.5510   90.0  A1   (B)  'R402H15_B', 'R402H15_B'
R1515         6.2420    2.3340  270.0  A1   (T)  'R402H16', 'R402H16'
R1516         6.2420    2.3040   90.0  A1   (T)  'R402H15', 'R402H15'
R1517         4.0930    3.3380   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
R1518         3.9874    3.4230    0.0  A1   (B)  'R402H16_B', 'R402H16_B'
R1519         5.7500    2.7110    0.0  A1   (B)  'R402H16_B', 'R402H16_B'
R1520         6.2240    1.6620   90.0  A1   (T)  'R402H15', 'R402H15'
R1521         6.2830    1.6860  180.0  A1   (T)  'R402H15', 'R402H15'
R1522         6.0760    2.7320  270.0  A1   (B)  'R402H15_B', 'R402H15_B'
R1523         6.0310    2.7620   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
R1524         6.2340    1.7110  180.0  A1   (T)  'R402H16', 'R402H16'
R1525         6.1740    1.6830  180.0  A1   (T)  'R402H16', 'R402H16'
R1527         5.6550    2.4880   90.0  A1   (T)  'R402H16', 'R402H16'
R1551         6.1820    2.7490  180.0  A1   (B)  'R402H15_B', 'R402H15_B'
R1552         6.2430    2.6700   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
R1553         5.5380    2.0930    0.0  A1   (B)  'R402H16_B', 'R402H16_B'
R1554         5.8200    2.6550  270.0  A1   (B)  'R402H16_B', 'R402H16_B'
R1555         5.8150    1.7270    0.0  A1   (T)  'R402H16', 'R402H16'
R1603         5.5714    3.0630    0.0  A1   (T)  'R402H16', 'R402H16'
R1604         5.4214    3.0560   90.0  A1   (T)  'R402H14', 'R402H14'
R1606         6.1030    2.9030  270.0  A1   (B)  'R402H16_B', 'R402H16_B'
R1608         6.1030    2.8730  270.0  A1   (B)  'R402H16_B', 'R402H16_B'
R1701         6.0550    2.8450    0.0  A1   (B)  'R402H16_B', 'R402H16_B'
R1702         5.1420    1.6820  270.0  A1   (T)  'R402H16', 'R402H16'
R1704         5.1730    1.9680  180.0  A1   (T)  '0R0402-PAD', '0R0402-PAD'
R1706         5.1420    1.9680  180.0  A1   (T)  '0R0402-PAD', '0R0402-PAD'
R1707         5.2250    2.4920   90.0  A1   (T)  'R402H16', 'R402H16'
R1708         5.2930    1.9620    0.0  A1   (T)  'R402H16', 'R402H16'
R1713         5.6330    1.6440  270.0  A1   (T)  '0R0402-PAD', '0R0402-PAD'
R1714         4.6930    3.3630   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
R1715         5.7080    1.6210   90.0  A1   (T)  'R402H16', 'R402H16'
R1716         4.9920    3.5650    0.0  A1   (T)  'R402H16', 'R402H16'
R1717         5.9770    2.7560  180.0  A1   (B)  'R402H16_B', 'R402H16_B'
R1718         4.8830    3.5390  270.0  A1   (T)  'R402H16', 'R402H16'
R1719         4.9620    3.5650  180.0  A1   (T)  'R402H16', 'R402H16'
R1721         5.2910    1.8450  180.0  A1   (T)  'R402H16', 'R402H16'
R1722         5.1960    1.8450  180.0  A1   (T)  'R402H16', 'R402H16'
R1723         5.2340    1.9600    0.0  A1   (T)  'R402H16', 'R402H16'
R1726         5.0020    1.6170  270.0  A1   (T)  'R402H16', 'R402H16'
R1727         4.9800    1.5480    0.0  A1   (T)  'R402H16', 'R402H16'
R1728         4.9950    1.4960   90.0  A1   (T)  '0R0402-PAD', '0R0402-PAD'
R1730         5.0410    1.7620  180.0  A1   (T)  'R402H16', 'R402H16'
R1731         6.2420    2.4340  270.0  A1   (T)  'R402H16', 'R402H16'
R1737         5.2970    1.5930  180.0  A1   (T)  'R402H16', 'R402H16'
R1738         5.3240    1.9620  180.0  A1   (T)  'R402H16', 'R402H16'
R1803         5.6150    3.3450   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
R1805         5.3910    1.9590    0.0  A1   (T)  'R402H16', 'R402H16'
R1814         6.7280    1.8220    0.0  A1   (T)  '0R0402-PAD', '0R0402-PAD'
R1815         4.9400    1.9560   90.0  A1   (T)  'R402H16', 'R402H16'
R1816         6.0860    1.7480    0.0  A1   (T)  'R402H16', 'R402H16'
R1818         5.8770    1.9430    0.0  A1   (T)  'R402H16', 'R402H16'
R1819         6.7090    1.7030  270.0  A1   (T)  '0R0402-PAD', '0R0402-PAD'
R1820         5.9080    1.9430  180.0  A1   (T)  'R402H16', 'R402H16'
R1821         5.7930    1.4150  270.0  A1   (T)  'R402H16', 'R402H16'
R1822         7.0750    2.4240  270.0  A1   (T)  'R402H16', 'R402H16'
R1823         5.7710    1.7880  270.0  A1   (T)  '0R0402-PAD', '0R0402-PAD'
R1824         5.7380    1.9850  270.0  A1   (T)  '0R0402-PAD', '0R0402-PAD'
R1837         5.8450    1.7270  180.0  A1   (T)  'R402H16', 'R402H16'
R1839         5.8900    2.9770   90.0  A1   (B)  'R402H15_B', 'R402H15_B'
R1840         5.8900    3.0070   90.0  A1   (B)  'R402H15_B', 'R402H15_B'
R1841         5.9720    2.9960    0.0  A1   (B)  'R402H16_B', 'R402H16_B'
R1842         6.7090    3.2460   90.0  A1   (T)  'R402H15', 'R402H15'
R1843         6.2660    3.0080    0.0  A1   (B)  'R402H15_B', 'R402H15_B'
R1845         5.6530    1.9860  270.0  A1   (T)  '0R0402-PAD', '0R0402-PAD'
R1901         5.7940    1.9680    0.0  A1   (T)  'R402H16', 'R402H16'
R1908         5.0520    1.9680  180.0  A1   (T)  'R402H15', 'R402H15'
R1909         4.8800    1.7900  180.0  A1   (T)  'R402H16', 'R402H16'
R1910         5.7150    1.8490   90.0  A1   (T)  'R402H16', 'R402H16'
R1911         5.7420    1.7290    0.0  A1   (T)  'R402H16', 'R402H16'
R1912         5.3530    1.8450    0.0  A1   (T)  'R402H16', 'R402H16'
R1913         5.3220    1.8450  180.0  A1   (T)  'R402H16', 'R402H16'
R1920         5.0000    1.7900  180.0  A1   (T)  'R402H15', 'R402H15'
R1921         4.9140    1.7900  180.0  A1   (T)  'R402H16', 'R402H16'
R1922         8.8300    1.8750   90.0  A1   (T)  'R402H16', 'R402H16'
R1923         6.2250    2.3840  180.0  A1   (T)  'R402H16', 'R402H16'
R2001         5.6740    1.8790  270.0  A1   (T)  'R402H16', 'R402H16'
R2002         5.5620    1.7550    0.0  A1   (T)  'R402H16', 'R402H16'
R2003         5.6050    1.9680  180.0  A1   (T)  'R402H15', 'R402H15'
R2004         5.5900    2.5150  180.0  A1   (T)  'R402H15', 'R402H15'
R2005         5.6320    2.7180  180.0  A1   (T)  'R402H16', 'R402H16'
R2006         6.2340    2.2580  270.0  A1   (T)  'R402H16', 'R402H16'
R2007         8.6110    1.8620    0.0  A1   (T)  'R402H16', 'R402H16'
R2008         5.6240    2.7800  270.0  A1   (T)  'R402H16', 'R402H16'
R2009         5.5770    2.9860    0.0  A1   (T)  'R402H16', 'R402H16'
R2010         5.6070    2.9970  180.0  A1   (T)  'R402H16', 'R402H16'
R2011         5.8900    2.5750  270.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2020         6.5670    2.9020    0.0  A1   (B)  '0R0402-PAD_B', '0R0402-PAD_B'
R2021         6.5370    2.9020    0.0  A1   (B)  '0R0402-PAD_B', '0R0402-PAD_B'
R2025         6.9600    1.9150  180.0  A1   (T)  'R402H15', 'R402H15'
R2026         5.3600    1.9620    0.0  A1   (T)  'R402H15', 'R402H15'
R2027         6.0130    1.7310   90.0  A1   (T)  'R402H15', 'R402H15'
R2028         5.2200    1.7260    0.0  A1   (T)  'R402H15', 'R402H15'
R2037         6.1270    2.6120   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2038         6.1263    2.5802  270.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2041         5.8920    2.8170    0.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2043         5.5550    1.8680    0.0  A1   (T)  'R402H16', 'R402H16'
R2044         6.1070    2.7710  270.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2045         5.9230    2.8170    0.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2046         5.8900    2.5450  270.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2048         5.6370    2.9310    0.0  A1   (T)  'R402H16', 'R402H16'
R2049         5.6070    2.9310    0.0  A1   (T)  'R402H16', 'R402H16'
R2050         5.6010    1.6890   90.0  A1   (T)  'R402H16', 'R402H16'
R2051         5.2800    1.7260    0.0  A1   (T)  'R402H16', 'R402H16'
R2052         5.2500    1.7260  180.0  A1   (T)  'R402H16', 'R402H16'
R2053         5.9380    1.9430  180.0  A1   (T)  'R402H16', 'R402H16'
R2101         5.6550    2.4580   90.0  A1   (T)  'R402H16', 'R402H16'
R2107         5.8460    1.9420  180.0  A1   (T)  'R402H16', 'R402H16'
R2108         5.5760    2.8490   90.0  A1   (T)  'R402H16', 'R402H16'
R2109         5.7960    2.8070  270.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2111         6.0600    2.6130  270.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2112         6.0600    2.5830   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2113         5.7150    2.0560    0.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2114         5.6850    2.0560  180.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2115         6.0590    2.6620    0.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2116         6.1080    2.6850   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2117         5.9693    2.6402  270.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2118         5.9200    2.6580    0.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2119         5.8270    2.8370  270.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2120         5.8270    2.8670   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2202         5.4000    3.5580    0.0  A1   (T)  'R603H22', 'R603H22'
R2203         5.3500    3.5580    0.0  A1   (T)  'R603H22', 'R603H22'
R2204         6.2430    1.9040  270.0  A1   (T)  '0R0603-PAD', '0R0603-PAD'
R2205         5.1560    3.5590    0.0  A1   (T)  '0R0603-PAD', '0R0603-PAD'
R2401         1.4520    1.3910   90.0  A1   (T)  'R402H15', 'R402H15'
R2402         1.7050    1.2350  270.0  A1   (T)  'R402H15', 'R402H15'
R2403         1.6680    1.9620  270.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2404         1.6680    1.9320   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2405         1.3950    1.4030    0.0  A1   (T)  'R402H15', 'R402H15'
R2406         2.4980    1.3540  270.0  A1   (T)  'R402H16', 'R402H16'
R2407         5.3464    2.0850  180.0  A1   (B)  '0R0402-PAD_B', '0R0402-PAD_B'
R2414         1.6560    1.5040  270.0  A1   (T)  'R402H16', 'R402H16'
R2415         2.5350    1.8520  270.0  A1   (T)  'R402H16', 'R402H16'
R2416         1.5000    1.6950  270.0  A1   (T)  'R402H15', 'R402H15'
R2417         1.5150    1.6360  180.0  A1   (T)  'R402H16', 'R402H16'
R2418         1.4840    1.6360  180.0  A1   (T)  'R402H15', 'R402H15'
R2419         2.0910    1.2150  180.0  A1   (T)  'R402H15', 'R402H15'
R2420         2.5560    1.4540  180.0  A1   (T)  'R402H16', 'R402H16'
R2421         2.2050    2.0440  180.0  A1   (T)  'R402H15', 'R402H15'
R2422         2.4880    1.5010   90.0  A1   (T)  'R402H15', 'R402H15'
R2423         1.5500    0.9160  180.0  A1   (T)  'R402H16', 'R402H16'
R2424         2.6570    1.7770   90.0  A1   (T)  'R402H16', 'R402H16'
R2426         2.7410    1.7130  270.0  A1   (T)  'R402H16', 'R402H16'
R2427         1.7200    2.0740    0.0  A1   (T)  'R402H15', 'R402H15'
R2428         2.3150    1.2180   90.0  A1   (T)  'R402H15', 'R402H15'
R2429         2.2920    2.0070  180.0  A1   (T)  'R402H16', 'R402H16'
R2430         9.2240    0.7840   90.0  A1   (T)  'R402H15', 'R402H15'
R2431         2.1180    2.0890   90.0  A1   (T)  'R402H15', 'R402H15'
R2432         2.5460    1.1100   90.0  A1   (T)  'R402H16', 'R402H16'
R2433         1.7780    3.1670  180.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2434         2.5950    1.5350  270.0  A1   (T)  'R402H16', 'R402H16'
R2435         2.6250    1.3650  270.0  A1   (T)  'R402H16', 'R402H16'
R2436         1.4860    1.3310   90.0  A1   (T)  'R402H16', 'R402H16'
R2437         1.6247    1.2783  270.0  A1   (T)  'R402H16', 'R402H16'
R2438         2.4880    1.5610  270.0  A1   (T)  'R402H15', 'R402H15'
R2439         2.4880    1.5310  270.0  A1   (T)  'R402H15', 'R402H15'
R2440         1.7920    2.0840  180.0  A1   (T)  'R402H16', 'R402H16'
R2441         1.9590    1.1970  270.0  A1   (T)  'R402H16', 'R402H16'
R2442         1.9580    1.1280  180.0  A1   (T)  'R402H16', 'R402H16'
R2443         1.9880    1.1280  180.0  A1   (T)  'R402H16', 'R402H16'
R2444         2.0389    1.1011   90.0  A1   (T)  'R402H16', 'R402H16'
R2445         2.0590    1.2170    0.0  A1   (T)  'R402H15', 'R402H15'
R2446         1.9910    1.0420  270.0  A1   (T)  'R603H22', 'R603H22'
R2448         2.5690    1.7970    0.0  A1   (T)  'R402H16', 'R402H16'
R2449         1.6584    1.7821  270.0  A1   (T)  'R402H16', 'R402H16'
R2450         1.6581    1.7506   90.0  A1   (T)  'R402H16', 'R402H16'
R2451         2.5460    1.1410   90.0  A1   (T)  'R402H16', 'R402H16'
R2452         2.4540    1.1370  270.0  A1   (T)  'R402H16', 'R402H16'
R2453         2.1776    1.0759  180.0  A1   (T)  'R402H16', 'R402H16'
R2455         2.1474    1.0761    0.0  A1   (T)  'R402H16', 'R402H16'
R2458         2.3140    1.1850   90.0  A1   (T)  'R402H15', 'R402H15'
R2462         2.0760    2.0410    0.0  A1   (T)  'R402H15', 'R402H15'
R2467         1.6330    1.8060    0.0  A1   (B)  'R402H15_B', 'R402H15_B'
R2468         1.5020    1.8470  180.0  A1   (B)  'R402H15_B', 'R402H15_B'
R2469         2.4250    1.2650  180.0  A1   (T)  'R402H15', 'R402H15'
R2470         2.5150    1.6870  270.0  A1   (T)  'R402H15', 'R402H15'
R2472         2.4980    1.0510  180.0  A1   (T)  'R402H15', 'R402H15'
R2473         2.4660    1.0520  180.0  A1   (T)  'R402H15', 'R402H15'
R2474         2.0070    1.2150    0.0  A1   (T)  'R402H15', 'R402H15'
R2475         1.5490    1.2630  180.0  A1   (T)  'R402H16', 'R402H16'
R2476         2.7500    1.4100  270.0  A1   (T)  'R402H16', 'R402H16'
R2477         2.7410    1.7730  270.0  A1   (T)  'R402H15', 'R402H15'
R2478         1.6500    1.6150   90.0  A1   (T)  'R402H16', 'R402H16'
R2479         2.5580    1.5660  270.0  A1   (T)  'R402H15', 'R402H15'
R2480         2.7750    1.7430  270.0  A1   (T)  'R402H15', 'R402H15'
R2483         1.7620    1.2310    0.0  A1   (T)  'R402H16', 'R402H16'
R2489         1.6230    1.3470   90.0  A1   (T)  'R402H16', 'R402H16'
R2490         2.5840    1.6900  270.0  A1   (T)  'R402H16', 'R402H16'
R2491         2.4980    1.3230   90.0  A1   (T)  'R402H15', 'R402H15'
R2497         2.1710    2.0800    0.0  A1   (T)  'R402H16', 'R402H16'
R2501         7.9650    1.3550    0.0  A1   (T)  'R402H16', 'R402H16'
R2502         8.9130    0.7410   90.0  A1   (T)  'R402H16', 'R402H16'
R2503         8.9130    0.7710  270.0  A1   (T)  'R402H16', 'R402H16'
R2504         8.6450    0.3510  270.0  A1   (T)  'R402H16', 'R402H16'
R2505         8.8660    0.8310   90.0  A1   (T)  'R402H16', 'R402H16'
R2507         8.0220    1.1650  270.0  A1   (T)  'R402H16', 'R402H16'
R2511         8.8180    1.0780   90.0  A1   (T)  'R805H24', 'R805H24'
R2512         8.8470    0.7410  270.0  A1   (T)  'R402H16', 'R402H16'
R2513         8.7500    0.8850  180.0  A1   (T)  'R402H16', 'R402H16'
R2514         8.7500    0.9550    0.0  A1   (T)  'R402H16', 'R402H16'
R2515         7.9850    1.4050  270.0  A1   (T)  'R402H16', 'R402H16'
R2516         8.8790    1.0060   90.0  A1   (T)  'R805H24', 'R805H24'
R2517         7.7860    1.3990   90.0  A1   (T)  'R402H16', 'R402H16'
R2518         8.7420    0.6690  180.0  A1   (T)  'R402H16', 'R402H16'
R2520         8.9600    0.8850    0.0  A1   (T)  'R402H16', 'R402H16'
R2567         8.7770    0.6690  180.0  A1   (T)  'R402H16', 'R402H16'
R2568         8.0220    1.2270   90.0  A1   (T)  'R402H16', 'R402H16'
R2569         8.0220    1.1960   90.0  A1   (T)  'R402H16', 'R402H16'
R2570         7.8750    1.2660    0.0  A1   (T)  'R402H16', 'R402H16'
R2571         7.8450    1.2660    0.0  A1   (T)  'R402H16', 'R402H16'
R2601         7.1860    3.9950   90.0  A1   (T)  'R402H16', 'R402H16'
R2602         1.5000    1.4200  180.0  A1   (T)  'R402H16', 'R402H16'
R2603         7.0150    4.0500  270.0  A1   (T)  'R402H16', 'R402H16'
R2604         7.1200    3.9950   90.0  A1   (T)  'R402H16', 'R402H16'
R2607         1.5300    1.4200  180.0  A1   (T)  'R402H16', 'R402H16'
R2608         2.8060    1.6210  180.0  A1   (T)  'R402H16', 'R402H16'
R2609         2.8360    1.6210  180.0  A1   (T)  'R402H14', 'R402H14'
R2610         3.1940    3.3610   90.0  A1   (B)  'NTC-603H38', 'NTC-603H38'
R2611         2.8900    1.6390   90.0  A1   (T)  'R402H16', 'R402H16'
R2612         9.1590    2.4410  270.0  A1   (T)  'R402H16', 'R402H16'
R2615         1.5250    1.4900    0.0  A1   (T)  'R402H16', 'R402H16'
R2616         1.3670    1.6460    0.0  A1   (T)  'R402H15', 'R402H15'
R2617         1.3980    1.6460    0.0  A1   (T)  'R402H15', 'R402H15'
R2701         1.6600    0.3130  270.0  A1   (B)  'R805H24_B', 'R805H24_B'
R2702         1.2970    0.7130    0.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2703         1.1640    0.7830  180.0  A1   (T)  'R603H22', 'R603H22'
R2704         1.1120    0.2720   90.0  A1   (T)  'R603H22', 'R603H22'
R2705         1.1120    0.2220   90.0  A1   (T)  'R603H22', 'R603H22'
R2706         1.3670    0.3320  180.0  A1   (B)  'R603H22_B', 'R603H22_B'
R2707         1.6600    0.2420  270.0  A1   (B)  'R805H24_B', 'R805H24_B'
R2708         1.3810    0.7990  180.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2709         1.3170    0.4760    0.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2710         1.4400    0.7410  180.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2711         1.4090    0.7150  180.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2712         1.7260    0.4710  180.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2713         1.5410    0.2610  270.0  A1   (B)  'R805H24_B', 'R805H24_B'
R2714         1.6690    0.4080    0.0  A1   (B)  'R805H24_B', 'R805H24_B'
R2715         1.6610    0.6600    0.0  A1   (T)  'R603H22', 'R603H22'
R2716         1.6180    0.6710    0.0  A1   (T)  'R402H16', 'R402H16'
R2717         1.6550    0.4900   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2718         1.7840    0.3186  270.0  A1   (T)  'R402H16', 'R402H16'
R2719         1.3170    0.4100  180.0  A1   (B)  'R402H15_B', 'R402H15_B'
R2720         1.6600    0.4160  270.0  A1   (T)  'R402H16', 'R402H16'
R2722         1.7840    0.3790  270.0  A1   (T)  'R402H16', 'R402H16'
R2723         1.7840    0.4090  270.0  A1   (T)  'R402H16', 'R402H16'
R2724         1.7800    0.4920  270.0  A1   (T)  'R402H16', 'R402H16'
R2734         1.5690    0.8130  180.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2735         1.5520    0.7150   90.0  A1   (T)  'R402H16', 'R402H16'
R2736         2.8400    1.8600  270.0  A1   (T)  'R402H15', 'R402H15'
R2737         2.8270    2.0220  270.0  A1   (T)  'R402H16', 'R402H16'
R2738         2.8400    1.8300   90.0  A1   (T)  'R402H16', 'R402H16'
R2740         2.6770    2.0410   90.0  A1   (T)  'R402H16', 'R402H16'
R2741         1.4890    0.7960   90.0  A1   (B)  'R402H16_B', 'R402H16_B'
R2901         1.4680    0.1420  180.0  A1   (T)  'R603H22', 'R603H22'
R2902         1.4050    0.1440  180.0  A1   (T)  'R603H22', 'R603H22'
R2903         1.5230    0.1420  180.0  A1   (T)  'R603H22', 'R603H22'
R2904         1.5830    0.1420  180.0  A1   (T)  'R603H22', 'R603H22'
R2906         1.0870    0.0420  270.0  A1   (T)  'R603H22', 'R603H22'
R2907         1.0970    0.2320  180.0  A1   (B)  'R603H22_B', 'R603H22_B'
R2908         1.2130    0.5980  270.0  A1   (T)  'R402H16', 'R402H16'
R2909         1.0580    0.1360    0.0  A1   (T)  'R603H22', 'R603H22'
R2910         1.1460    0.5520  270.0  A1   (T)  'R402H16', 'R402H16'
R2911         1.0830    0.3500  270.0  A1   (B)  'R603H22_B', 'R603H22_B'
R2912         1.1460    0.5210   90.0  A1   (T)  'R402H16', 'R402H16'
R2913         1.2130    0.5640   90.0  A1   (T)  'R402H16', 'R402H16'
R2914         1.0710    0.3600  270.0  A1   (T)  'R402H15', 'R402H15'
R2919         1.0520    0.2900    0.0  A1   (B)  'R402H15_B', 'R402H15_B'
R2920         1.0730    0.1160   90.0  A1   (B)  'R402H15_B', 'R402H15_B'
R2921         1.3390    0.7920  270.0  A1   (T)  'R402H16', 'R402H16'
R2922         1.2600    0.7880  270.0  A1   (T)  'R402H16', 'R402H16'
R2923         1.1560    0.3870   90.0  A1   (T)  'R603H22', 'R603H22'
R3432         8.2570    0.5330  270.0  A1   (T)  'R402H16', 'R402H16'
R3501         1.3000    0.9680   90.0  A1   (T)  'R402H16', 'R402H16'
R3502         1.3000    0.9380   90.0  A1   (T)  'R402H16', 'R402H16'
R3503         1.3010    0.9000   90.0  A1   (T)  'R402H16', 'R402H16'
R3504         1.3010    0.8700   90.0  A1   (T)  'R402H16', 'R402H16'
R3505         1.3978    1.4702  180.0  A1   (B)  'R402H16_B', 'R402H16_B'
R3506         1.3678    1.4702  180.0  A1   (B)  'R402H16_B', 'R402H16_B'
R3507         1.3368    1.4372  180.0  A1   (B)  'R402H16_B', 'R402H16_B'
R3508         1.3068    1.4372  180.0  A1   (B)  'R402H16_B', 'R402H16_B'
R3509         1.3629    1.8065   90.0  A1   (B)  'R805H24_B', 'R805H24_B'
R3510         1.3630    1.8800   90.0  A1   (B)  'R805H24_B', 'R805H24_B'
R3512         1.3290    2.0760  270.0  A1   (B)  'R402H16_B', 'R402H16_B'
